400.7341270755152	400.67891611384056	400.62150351683846	400.56207105571355	400.5008055742885	400.43789841597	400.373544840909	400.3079434347947	400.24129551074833	400.1738045058104	400.10567537353415	400.0371139742198	399.968326464339	399.89951868671517	399.83089556303	399.762660490238	399.69501474246886	399.6281568799993	399.56228216686617	399.49758199868563	399.43424334222567	399.3724481882618	399.3123730192185	399.254188293074	399.1980579449651	399.1441389078984	399.09258065392186	399.043524757066	398.99710447931074	398.9534443807722	398.9126599552426	398.8748572921494	398.8401327659247	398.8085727537041	398.78025338219044	398.75524030443756	398.73358850722036	398.71534214957035	398.7005344329618	398.68918750354067
400.8130106637638	400.75780365822806	400.70039099787016	400.6409547785702	400.57968215055064	400.51676474737036	400.4523981048288	400.38678107125463	400.32011521067386	400.25260420037733	400.18445322442255	400.1158683646267	400.0470559906176	399.978222150523	399.9095719638859	399.8413090183976	399.773634772042	399.70674796224057	399.6408440235822	399.5761145157075	399.5127465629049	399.4509223069529	399.3908183747189	399.33260536199543	399.27644733501853	399.2225013510745	399.1709169995573	399.12183596478695	399.0753916118486	399.03170859665005	398.9909025013327	398.9530794961048	398.91833602849107	398.8867585409169	398.858423217468	398.8333957605792	398.81173119832056	398.79347372286236	398.77865656060266	398.76730187435277
400.87586036901973	400.8206586536665	400.7632499306015	400.70381629634767	400.64254491564736	400.57962744860936	400.5152594679777	400.44963986796853	400.38297026614435	400.31545439982597	400.24729751855676	400.1787057741611	400.1098856099507	400.04104315064694	399.9723835945968	399.9041106098663	399.8364257357968	399.76952779160894	399.7036122936305	399.63887088271684	399.57549076341485	399.51365415640225	399.4535377657119	399.3953122622168	399.3391417848209	399.28518346076095	399.2335869463777	399.18449398966976	399.13803801588574	399.09434373735365	399.05352678868246	399.01569338840267	398.98094002804146	398.94935318954987	398.9210090919228	398.89597346776475	398.87430137047176	398.856037012608	398.84121363596336	398.8298534136856
400.9244752775362	400.86927821408415	400.81187364839064	400.75244366064055	400.6911754037926	400.6282605306197	400.5638946108249	400.49827653968725	400.43160793971737	400.36409255682594	400.29593565253	400.2273433937396	400.15852224168503	400.089678341554	400.0210169144212	399.952741653054	399.8850541231838	399.8181531718286	399.75223434424333	399.6874893110698	399.6241053072357	399.56226458413914	399.5021438766239	399.4439138862261	399.3877387821369	399.3337757212852	399.28217438890107	399.23307656087326	399.18661568915536	399.1429165114225	399.1020946861113	399.0642564539113	399.0294983267044	398.9979068048685	398.96955812378667	398.94451803031717	398.92284158989116	398.90457302481946	398.8897455842944	398.87838144647986
400.9609557770458	400.90576242345503	400.84836141473465	400.7889348154249	400.72766976448736	400.6647579023709	400.6003947881368	400.5347793080967	400.468113077447	400.40059983640106	400.3324448423473	400.26385425957693	400.1950345481412	400.1261918534101	400.057531397916	399.989256877067	399.9215698603206	399.8546691994027	399.78875044515394	399.72400527457	399.6606209295927	399.59877966918253	399.53865823618537	399.4804273404696	399.4242511597816	399.37028685972297	399.31868413421284	399.26958476774587	399.22312222070514	399.1794212389282	399.1385974886631	399.10075721798074	399.06599694564034	399.0344031783272	399.00605215710135	398.9810096338135	398.95933067815736	398.94105951593673	398.9262293990366	398.9148625074889
400.98750601673544	400.93231545557984	400.8749172203994	400.81549336328914	400.7542310113181	400.6913217936318	400.62696125860685	400.5613482825123	400.49468447116055	400.42717355605083	400.359020786532	400.29043231952977	400.22161460839703	400.15277379246345	400.0841150888619	400.01584218822353	399.948156655827	399.8812573397918	399.815339787894	399.75059567457504	399.6872122396978	399.62537174058406	399.5652509188428	399.50702048347074	399.45084461166726	399.39688046877427	399.34527774869923	399.29617823613563	399.24971539183855	399.2060139621553	399.1651896139467	399.12734859596753	399.0925874277014	399.06099261657045	399.03264040435886	399.00759654360576	398.98591610463797	398.96764331382	398.95281142351195	398.9414426141242
401.00624592140116	400.9510573700538	400.89366117027623	400.83423936503766	400.7729790724095	400.7100719126976	400.6457134256239	400.58010247901393	400.51344067046864	400.44593172352825	400.3777808798513	400.30919428895584	400.24037839708274	400.1715393367529	400.1028823186023	400.0346110270803	399.9669270216031	399.90002914474684	399.83411293906295	399.7693700740842	399.70598778507684	399.64414832507305	399.5840284316925	399.5257988102351	399.469623634489	399.4156600666606	399.36405779778903	399.31495860995665	399.26849596155535	399.2247945968071	399.1839701806763	399.1461289602403	399.11136745351615	399.07977216666166	399.05141934039096	399.02637472636115	399.00469339419794	398.9864195697414	398.9715865049985	398.96021638019585
401.01907327327797	400.96388611328626	400.90649133814924	400.8470709845073	400.7858121640815	400.7229064908287	400.6585494981439	400.59294004756737	400.52627973047566	400.4587722642626	400.3906228845347	400.32203773486816	400.25322325568555	400.18438557382666	400.11572989439435	400.04745989646466	399.9797771342494	399.91288044529784	399.8469653673198	399.7822235651987	399.7188422697492	399.65700372975476	399.5968846787939	399.5386558183363	399.4824813185532	399.42851833825097	399.3769165652863	399.3278177787788	399.2813554343781	399.2376542737847	399.19682995966326	399.1589887370127	399.12422712199316	399.09263161912685	399.06427846771317	399.0392334182148	399.01755153928326	398.99927705600425	398.9844432198497	398.9730722107298
401.0275852690152	400.9723990382315	400.9150052204077	400.8555858479895	400.7943280284455	400.7314233714358	400.66706740603047	400.60145898942955	400.5347997086686	400.46729327681203	400.3991449251623	400.3305607930279	400.2617473166128	400.1929106185972	400.1242558999952	400.0559868358743	399.98830497652733	399.92140915568393	399.85549490734144	399.7907538927862	399.7273733393586	399.6655354924976	399.6054170825736	399.5471888079904	399.49101483600174	399.4370523226492	399.38545095318267	399.33635250427733	399.28989042930414	399.2461894678554	399.2053652806599	399.1675241109572	399.1327624733262	399.1011668708885	399.0728135417262	399.04776823526873	399.02608601932053	399.007811118307	398.99297678322785	398.9816051937096
401.0330533572688	400.9778677257534	400.9204745276593	400.86105579276125	400.7997986257998	400.7368946336596	400.6725393425967	400.60693160696866	400.5402730109489	400.4727672647294	400.4046195967381	400.3360361434166	400.26722333811693	400.1983873006913	400.1297332293578	400.06146479642683	399.99378354948175	399.9268883195962	399.860974638173	399.7962341639718	399.7328541218804	399.67101675496565	399.6108987913121	399.55267092712904	399.4964973275731	399.4425351466905	399.39093406784264	399.3418358659268	399.29537399265155	399.2516731860655	399.2108491054759	399.1730079928267	399.13824636152935	399.1066507136693	399.07829728642565	399.0532518284602	399.0315694069468	399.0132942458189	398.99845959572355	398.9870876360756
